season,date_code,weekending,region,Influenza_Category,Count
2015-2016,201632,08/07/16,Lower Southern,Influenza_Total,9
2015-2016,201632,08/07/16,Lower Southern,Influenza_Tested,17
2015-2016,201632,08/07/16,Northern,Influenza_A,0
2015-2016,201632,08/07/16,Northern,Influenza_AH3,0
2015-2016,201632,08/07/16,Northern,Influenza_AH1pdm09,0
2015-2016,201632,08/07/16,Northern,Influenza_ANotSubtyped,0
2015-2016,201632,08/07/16,Northern,Influenza_B,0
2015-2016,201632,08/07/16,Northern,Influenza_BVictoria,0
2015-2016,201632,08/07/16,Northern,Influenza_BYamagata,0
2015-2016,201632,08/07/16,Northern,Influenza_BNotLineageTyped,0
2015-2016,201632,08/07/16,Northern,Influenza_Total,0
2015-2016,201632,08/07/16,Northern,Influenza_Tested,0
2015-2016,201632,08/07/16,Upper Southern,Influenza_A,0
2015-2016,201632,08/07/16,Upper Southern,Influenza_AH3,0
2015-2016,201632,08/07/16,Upper Southern,Influenza_AH1pdm09,0
2015-2016,201632,08/07/16,Upper Southern,Influenza_ANotSubtyped,0
2015-2016,201632,08/07/16,Upper Southern,Influenza_B,0
2015-2016,201632,08/07/16,Upper Southern,Influenza_BVictoria,0
2015-2016,201632,08/07/16,Upper Southern,Influenza_BYamagata,0
2015-2016,201632,08/07/16,Upper Southern,Influenza_BNotLineageTyped,0
2015-2016,201632,08/07/16,Upper Southern,Influenza_Total,0
2015-2016,201632,08/07/16,Upper Southern,Influenza_Tested,0
2015-2016,201633,08/14/16,Bay Area,Influenza_A,0
2015-2016,201633,08/14/16,Bay Area,Influenza_AH3,0
2015-2016,201633,08/14/16,Bay Area,Influenza_AH1pdm09,0
2015-2016,201633,08/14/16,Bay Area,Influenza_ANotSubtyped,0
2015-2016,201633,08/14/16,Bay Area,Influenza_B,1
2015-2016,201633,08/14/16,Bay Area,Influenza_BVictoria,0
2015-2016,201633,08/14/16,Bay Area,Influenza_BYamagata,0
2015-2016,201633,08/14/16,Bay Area,Influenza_BNotLineageTyped,1
2015-2016,201633,08/14/16,Bay Area,Influenza_Total,1
2015-2016,201633,08/14/16,Bay Area,Influenza_Tested,14
2015-2016,201633,08/14/16,California,Influenza_A,0
2015-2016,201633,08/14/16,California,Influenza_AH3,0
2015-2016,201633,08/14/16,California,Influenza_AH1pdm09,0
2015-2016,201633,08/14/16,California,Influenza_ANotSubtyped,0
2015-2016,201633,08/14/16,California,Influenza_B,1
2015-2016,201633,08/14/16,California,Influenza_BVictoria,0
2015-2016,201633,08/14/16,California,Influenza_BYamagata,0
2015-2016,201633,08/14/16,California,Influenza_BNotLineageTyped,1
2015-2016,201633,08/14/16,California,Influenza_Total,1
2015-2016,201633,08/14/16,California,Influenza_Tested,20
2015-2016,201633,08/14/16,Central,Influenza_A,0
2015-2016,201633,08/14/16,Central,Influenza_AH3,0
2015-2016,201633,08/14/16,Central,Influenza_AH1pdm09,0
2015-2016,201633,08/14/16,Central,Influenza_ANotSubtyped,0
2015-2016,201633,08/14/16,Central,Influenza_B,0
2015-2016,201633,08/14/16,Central,Influenza_BVictoria,0
2015-2016,201633,08/14/16,Central,Influenza_BYamagata,0
2015-2016,201633,08/14/16,Central,Influenza_BNotLineageTyped,0
2015-2016,201633,08/14/16,Central,Influenza_Total,0
2015-2016,201633,08/14/16,Central,Influenza_Tested,0
2015-2016,201633,08/14/16,Lower Southern,Influenza_A,0
2015-2016,201633,08/14/16,Lower Southern,Influenza_AH3,0
2015-2016,201633,08/14/16,Lower Southern,Influenza_AH1pdm09,0
2015-2016,201633,08/14/16,Lower Southern,Influenza_ANotSubtyped,0
2015-2016,201633,08/14/16,Lower Southern,Influenza_B,0
2015-2016,201633,08/14/16,Lower Southern,Influenza_BVictoria,0
2015-2016,201633,08/14/16,Lower Southern,Influenza_BYamagata,0
2015-2016,201633,08/14/16,Lower Southern,Influenza_BNotLineageTyped,0
2015-2016,201633,08/14/16,Lower Southern,Influenza_Total,0
2015-2016,201633,08/14/16,Lower Southern,Influenza_Tested,5
2015-2016,201633,08/14/16,Northern,Influenza_A,0
2015-2016,201633,08/14/16,Northern,Influenza_AH3,0
2015-2016,201633,08/14/16,Northern,Influenza_AH1pdm09,0
2015-2016,201633,08/14/16,Northern,Influenza_ANotSubtyped,0
2015-2016,201633,08/14/16,Northern,Influenza_B,0
2015-2016,201633,08/14/16,Northern,Influenza_BVictoria,0
2015-2016,201633,08/14/16,Northern,Influenza_BYamagata,0
2015-2016,201633,08/14/16,Northern,Influenza_BNotLineageTyped,0
2015-2016,201633,08/14/16,Northern,Influenza_Total,0
2015-2016,201633,08/14/16,Northern,Influenza_Tested,1
2015-2016,201633,08/14/16,Upper Southern,Influenza_A,0
2015-2016,201633,08/14/16,Upper Southern,Influenza_AH3,0
2015-2016,201633,08/14/16,Upper Southern,Influenza_AH1pdm09,0
2015-2016,201633,08/14/16,Upper Southern,Influenza_ANotSubtyped,0
2015-2016,201633,08/14/16,Upper Southern,Influenza_B,0
2015-2016,201633,08/14/16,Upper Southern,Influenza_BVictoria,0
2015-2016,201633,08/14/16,Upper Southern,Influenza_BYamagata,0
2015-2016,201633,08/14/16,Upper Southern,Influenza_BNotLineageTyped,0
2015-2016,201633,08/14/16,Upper Southern,Influenza_Total,0
2015-2016,201633,08/14/16,Upper Southern,Influenza_Tested,0
2015-2016,201634,08/21/16,Bay Area,Influenza_A,1
2015-2016,201634,08/21/16,Bay Area,Influenza_AH3,1
2015-2016,201634,08/21/16,Bay Area,Influenza_AH1pdm09,0
2015-2016,201634,08/21/16,Bay Area,Influenza_ANotSubtyped,0
2015-2016,201634,08/21/16,Bay Area,Influenza_B,0
2015-2016,201634,08/21/16,Bay Area,Influenza_BVictoria,0
2015-2016,201634,08/21/16,Bay Area,Influenza_BYamagata,0
2015-2016,201634,08/21/16,Bay Area,Influenza_BNotLineageTyped,0
2015-2016,201634,08/21/16,Bay Area,Influenza_Total,1
2015-2016,201634,08/21/16,Bay Area,Influenza_Tested,15
2015-2016,201634,08/21/16,California,Influenza_A,2
2015-2016,201634,08/21/16,California,Influenza_AH3,1
2015-2016,201634,08/21/16,California,Influenza_AH1pdm09,1
2015-2016,201634,08/21/16,California,Influenza_ANotSubtyped,0
2015-2016,201634,08/21/16,California,Influenza_B,0
2015-2016,201634,08/21/16,California,Influenza_BVictoria,0
2015-2016,201634,08/21/16,California,Influenza_BYamagata,0
2015-2016,201634,08/21/16,California,Influenza_BNotLineageTyped,0
2015-2016,201634,08/21/16,California,Influenza_Total,2
2015-2016,201634,08/21/16,California,Influenza_Tested,43
2015-2016,201634,08/21/16,Central,Influenza_A,0
2015-2016,201634,08/21/16,Central,Influenza_AH3,0
2015-2016,201634,08/21/16,Central,Influenza_AH1pdm09,0
2015-2016,201634,08/21/16,Central,Influenza_ANotSubtyped,0
2015-2016,201634,08/21/16,Central,Influenza_B,0
2015-2016,201634,08/21/16,Central,Influenza_BVictoria,0
2015-2016,201634,08/21/16,Central,Influenza_BYamagata,0
2015-2016,201634,08/21/16,Central,Influenza_BNotLineageTyped,0
2015-2016,201634,08/21/16,Central,Influenza_Total,0
2015-2016,201634,08/21/16,Central,Influenza_Tested,3
2015-2016,201634,08/21/16,Lower Southern,Influenza_A,0
2015-2016,201634,08/21/16,Lower Southern,Influenza_AH3,0
2015-2016,201634,08/21/16,Lower Southern,Influenza_AH1pdm09,0
2015-2016,201634,08/21/16,Lower Southern,Influenza_ANotSubtyped,0
2015-2016,201634,08/21/16,Lower Southern,Influenza_B,0
2015-2016,201634,08/21/16,Lower Southern,Influenza_BVictoria,0
2015-2016,201634,08/21/16,Lower Southern,Influenza_BYamagata,0
2015-2016,201634,08/21/16,Lower Southern,Influenza_BNotLineageTyped,0
2015-2016,201634,08/21/16,Lower Southern,Influenza_Total,0
2015-2016,201634,08/21/16,Lower Southern,Influenza_Tested,19
2015-2016,201634,08/21/16,Northern,Influenza_A,0
2015-2016,201634,08/21/16,Northern,Influenza_AH3,0
2015-2016,201634,08/21/16,Northern,Influenza_AH1pdm09,0
2015-2016,201634,08/21/16,Northern,Influenza_ANotSubtyped,0
2015-2016,201634,08/21/16,Northern,Influenza_B,0
2015-2016,201634,08/21/16,Northern,Influenza_BVictoria,0
2015-2016,201634,08/21/16,Northern,Influenza_BYamagata,0
2015-2016,201634,08/21/16,Northern,Influenza_BNotLineageTyped,0
2015-2016,201634,08/21/16,Northern,Influenza_Total,0
2015-2016,201634,08/21/16,Northern,Influenza_Tested,1
2015-2016,201634,08/21/16,Upper Southern,Influenza_A,1
2015-2016,201634,08/21/16,Upper Southern,Influenza_AH3,0
2015-2016,201634,08/21/16,Upper Southern,Influenza_AH1pdm09,1
2015-2016,201634,08/21/16,Upper Southern,Influenza_ANotSubtyped,0
2015-2016,201634,08/21/16,Upper Southern,Influenza_B,0
2015-2016,201634,08/21/16,Upper Southern,Influenza_BVictoria,0
2015-2016,201634,08/21/16,Upper Southern,Influenza_BYamagata,0
2015-2016,201634,08/21/16,Upper Southern,Influenza_BNotLineageTyped,0
2015-2016,201634,08/21/16,Upper Southern,Influenza_Total,1
2015-2016,201634,08/21/16,Upper Southern,Influenza_Tested,5
2015-2016,201635,08/28/16,Bay Area,Influenza_A,0
2015-2016,201635,08/28/16,Bay Area,Influenza_AH3,0
2015-2016,201635,08/28/16,Bay Area,Influenza_AH1pdm09,0
2015-2016,201635,08/28/16,Bay Area,Influenza_ANotSubtyped,0
2015-2016,201635,08/28/16,Bay Area,Influenza_B,0
2015-2016,201635,08/28/16,Bay Area,Influenza_BVictoria,0
2015-2016,201635,08/28/16,Bay Area,Influenza_BYamagata,0
2015-2016,201635,08/28/16,Bay Area,Influenza_BNotLineageTyped,0
2015-2016,201635,08/28/16,Bay Area,Influenza_Total,0
2015-2016,201635,08/28/16,Bay Area,Influenza_Tested,11
2015-2016,201635,08/28/16,California,Influenza_A,1
2015-2016,201635,08/28/16,California,Influenza_AH3,1
2015-2016,201635,08/28/16,California,Influenza_AH1pdm09,0
2015-2016,201635,08/28/16,California,Influenza_ANotSubtyped,0
2015-2016,201635,08/28/16,California,Influenza_B,0
2015-2016,201635,08/28/16,California,Influenza_BVictoria,0
2015-2016,201635,08/28/16,California,Influenza_BYamagata,0
2015-2016,201635,08/28/16,California,Influenza_BNotLineageTyped,0
2015-2016,201635,08/28/16,California,Influenza_Total,1
2015-2016,201635,08/28/16,California,Influenza_Tested,36
2015-2016,201635,08/28/16,Central,Influenza_A,0
2015-2016,201635,08/28/16,Central,Influenza_AH3,0
2015-2016,201635,08/28/16,Central,Influenza_AH1pdm09,0
2015-2016,201635,08/28/16,Central,Influenza_ANotSubtyped,0
2015-2016,201635,08/28/16,Central,Influenza_B,0
2015-2016,201635,08/28/16,Central,Influenza_BVictoria,0
2015-2016,201635,08/28/16,Central,Influenza_BYamagata,0
2015-2016,201635,08/28/16,Central,Influenza_BNotLineageTyped,0
2015-2016,201635,08/28/16,Central,Influenza_Total,0
2015-2016,201635,08/28/16,Central,Influenza_Tested,2
2015-2016,201635,08/28/16,Lower Southern,Influenza_A,1
2015-2016,201635,08/28/16,Lower Southern,Influenza_AH3,1
2015-2016,201635,08/28/16,Lower Southern,Influenza_AH1pdm09,0
2015-2016,201635,08/28/16,Lower Southern,Influenza_ANotSubtyped,0
2015-2016,201635,08/28/16,Lower Southern,Influenza_B,0
2015-2016,201635,08/28/16,Lower Southern,Influenza_BVictoria,0
2015-2016,201635,08/28/16,Lower Southern,Influenza_BYamagata,0
2015-2016,201635,08/28/16,Lower Southern,Influenza_BNotLineageTyped,0
2015-2016,201635,08/28/16,Lower Southern,Influenza_Total,1
2015-2016,201635,08/28/16,Lower Southern,Influenza_Tested,22
2015-2016,201635,08/28/16,Northern,Influenza_A,0
2015-2016,201635,08/28/16,Northern,Influenza_AH3,0
2015-2016,201635,08/28/16,Northern,Influenza_AH1pdm09,0
2015-2016,201635,08/28/16,Northern,Influenza_ANotSubtyped,0
2015-2016,201635,08/28/16,Northern,Influenza_B,0
2015-2016,201635,08/28/16,Northern,Influenza_BVictoria,0
2015-2016,201635,08/28/16,Northern,Influenza_BYamagata,0
2015-2016,201635,08/28/16,Northern,Influenza_BNotLineageTyped,0
2015-2016,201635,08/28/16,Northern,Influenza_Total,0
2015-2016,201635,08/28/16,Northern,Influenza_Tested,0
2015-2016,201635,08/28/16,Upper Southern,Influenza_A,0
2015-2016,201635,08/28/16,Upper Southern,Influenza_AH3,0
2015-2016,201635,08/28/16,Upper Southern,Influenza_AH1pdm09,0
2015-2016,201635,08/28/16,Upper Southern,Influenza_ANotSubtyped,0
2015-2016,201635,08/28/16,Upper Southern,Influenza_B,0
2015-2016,201635,08/28/16,Upper Southern,Influenza_BVictoria,0
2015-2016,201635,08/28/16,Upper Southern,Influenza_BYamagata,0
2015-2016,201635,08/28/16,Upper Southern,Influenza_BNotLineageTyped,0
2015-2016,201635,08/28/16,Upper Southern,Influenza_Total,0
2015-2016,201635,08/28/16,Upper Southern,Influenza_Tested,1
2015-2016,201636,09/04/16,Bay Area,Influenza_A,0
2015-2016,201636,09/04/16,Bay Area,Influenza_AH3,0
2015-2016,201636,09/04/16,Bay Area,Influenza_AH1pdm09,0
2015-2016,201636,09/04/16,Bay Area,Influenza_ANotSubtyped,0
2015-2016,201636,09/04/16,Bay Area,Influenza_B,0
2015-2016,201636,09/04/16,Bay Area,Influenza_BVictoria,0
2015-2016,201636,09/04/16,Bay Area,Influenza_BYamagata,0
2015-2016,201636,09/04/16,Bay Area,Influenza_BNotLineageTyped,0
2015-2016,201636,09/04/16,Bay Area,Influenza_Total,0
2015-2016,201636,09/04/16,Bay Area,Influenza_Tested,15
2015-2016,201636,09/04/16,California,Influenza_A,4
2015-2016,201636,09/04/16,California,Influenza_AH3,4
2015-2016,201636,09/04/16,California,Influenza_AH1pdm09,0
2015-2016,201636,09/04/16,California,Influenza_ANotSubtyped,0
2015-2016,201636,09/04/16,California,Influenza_B,0
2015-2016,201636,09/04/16,California,Influenza_BVictoria,0
2015-2016,201636,09/04/16,California,Influenza_BYamagata,0
2015-2016,201636,09/04/16,California,Influenza_BNotLineageTyped,0
2015-2016,201636,09/04/16,California,Influenza_Total,4
2015-2016,201636,09/04/16,California,Influenza_Tested,53
2015-2016,201636,09/04/16,Central,Influenza_A,1
2015-2016,201636,09/04/16,Central,Influenza_AH3,1
2015-2016,201636,09/04/16,Central,Influenza_AH1pdm09,0
2015-2016,201636,09/04/16,Central,Influenza_ANotSubtyped,0
2015-2016,201636,09/04/16,Central,Influenza_B,0
2015-2016,201636,09/04/16,Central,Influenza_BVictoria,0
2015-2016,201636,09/04/16,Central,Influenza_BYamagata,0
2015-2016,201636,09/04/16,Central,Influenza_BNotLineageTyped,0
2015-2016,201636,09/04/16,Central,Influenza_Total,1
2015-2016,201636,09/04/16,Central,Influenza_Tested,2
2015-2016,201636,09/04/16,Lower Southern,Influenza_A,3
2015-2016,201636,09/04/16,Lower Southern,Influenza_AH3,3
2015-2016,201636,09/04/16,Lower Southern,Influenza_AH1pdm09,0
2015-2016,201636,09/04/16,Lower Southern,Influenza_ANotSubtyped,0
2015-2016,201636,09/04/16,Lower Southern,Influenza_B,0
2015-2016,201636,09/04/16,Lower Southern,Influenza_BVictoria,0
2015-2016,201636,09/04/16,Lower Southern,Influenza_BYamagata,0
2015-2016,201636,09/04/16,Lower Southern,Influenza_BNotLineageTyped,0
2015-2016,201636,09/04/16,Lower Southern,Influenza_Total,3
2015-2016,201636,09/04/16,Lower Southern,Influenza_Tested,36
2015-2016,201636,09/04/16,Northern,Influenza_A,0
2015-2016,201636,09/04/16,Northern,Influenza_AH3,0
2015-2016,201636,09/04/16,Northern,Influenza_AH1pdm09,0
2015-2016,201636,09/04/16,Northern,Influenza_ANotSubtyped,0
2015-2016,201636,09/04/16,Northern,Influenza_B,0
2015-2016,201636,09/04/16,Northern,Influenza_BVictoria,0
2015-2016,201636,09/04/16,Northern,Influenza_BYamagata,0
2015-2016,201636,09/04/16,Northern,Influenza_BNotLineageTyped,0
2015-2016,201636,09/04/16,Northern,Influenza_Total,0
2015-2016,201636,09/04/16,Northern,Influenza_Tested,0
2015-2016,201636,09/04/16,Upper Southern,Influenza_A,0
2015-2016,201636,09/04/16,Upper Southern,Influenza_AH3,0
2015-2016,201636,09/04/16,Upper Southern,Influenza_AH1pdm09,0
2015-2016,201636,09/04/16,Upper Southern,Influenza_ANotSubtyped,0
2015-2016,201636,09/04/16,Upper Southern,Influenza_B,0
2015-2016,201636,09/04/16,Upper Southern,Influenza_BVictoria,0
2015-2016,201636,09/04/16,Upper Southern,Influenza_BYamagata,0
2015-2016,201636,09/04/16,Upper Southern,Influenza_BNotLineageTyped,0
2015-2016,201636,09/04/16,Upper Southern,Influenza_Total,0
2015-2016,201636,09/04/16,Upper Southern,Influenza_Tested,0
2015-2016,201637,09/11/16,Bay Area,Influenza_A,2
2015-2016,201637,09/11/16,Bay Area,Influenza_AH3,1
2015-2016,201637,09/11/16,Bay Area,Influenza_AH1pdm09,0
2015-2016,201637,09/11/16,Bay Area,Influenza_ANotSubtyped,1
2015-2016,201637,09/11/16,Bay Area,Influenza_B,0
2015-2016,201637,09/11/16,Bay Area,Influenza_BVictoria,0
2015-2016,201637,09/11/16,Bay Area,Influenza_BYamagata,0
2015-2016,201637,09/11/16,Bay Area,Influenza_BNotLineageTyped,0
2015-2016,201637,09/11/16,Bay Area,Influenza_Total,2
2015-2016,201637,09/11/16,Bay Area,Influenza_Tested,24
2015-2016,201637,09/11/16,California,Influenza_A,2
2015-2016,201637,09/11/16,California,Influenza_AH3,1
2015-2016,201637,09/11/16,California,Influenza_AH1pdm09,0
2015-2016,201637,09/11/16,California,Influenza_ANotSubtyped,1
2015-2016,201637,09/11/16,California,Influenza_B,0
2015-2016,201637,09/11/16,California,Influenza_BVictoria,0
2015-2016,201637,09/11/16,California,Influenza_BYamagata,0
2015-2016,201637,09/11/16,California,Influenza_BNotLineageTyped,0
2015-2016,201637,09/11/16,California,Influenza_Total,2
2015-2016,201637,09/11/16,California,Influenza_Tested,57
2015-2016,201637,09/11/16,Central,Influenza_A,0
2015-2016,201637,09/11/16,Central,Influenza_AH3,0
2015-2016,201637,09/11/16,Central,Influenza_AH1pdm09,0
2015-2016,201637,09/11/16,Central,Influenza_ANotSubtyped,0
2015-2016,201637,09/11/16,Central,Influenza_B,0
2015-2016,201637,09/11/16,Central,Influenza_BVictoria,0
2015-2016,201637,09/11/16,Central,Influenza_BYamagata,0
2015-2016,201637,09/11/16,Central,Influenza_BNotLineageTyped,0
2015-2016,201637,09/11/16,Central,Influenza_Total,0
2015-2016,201637,09/11/16,Central,Influenza_Tested,0
2015-2016,201637,09/11/16,Lower Southern,Influenza_A,0
2015-2016,201637,09/11/16,Lower Southern,Influenza_AH3,0
2015-2016,201637,09/11/16,Lower Southern,Influenza_AH1pdm09,0
2015-2016,201637,09/11/16,Lower Southern,Influenza_ANotSubtyped,0
2015-2016,201637,09/11/16,Lower Southern,Influenza_B,0
2015-2016,201637,09/11/16,Lower Southern,Influenza_BVictoria,0
2015-2016,201637,09/11/16,Lower Southern,Influenza_BYamagata,0
2015-2016,201637,09/11/16,Lower Southern,Influenza_BNotLineageTyped,0
2015-2016,201637,09/11/16,Lower Southern,Influenza_Total,0
2015-2016,201637,09/11/16,Lower Southern,Influenza_Tested,31
2015-2016,201637,09/11/16,Northern,Influenza_A,0
2015-2016,201637,09/11/16,Northern,Influenza_AH3,0
2015-2016,201637,09/11/16,Northern,Influenza_AH1pdm09,0
2015-2016,201637,09/11/16,Northern,Influenza_ANotSubtyped,0
2015-2016,201637,09/11/16,Northern,Influenza_B,0
2015-2016,201637,09/11/16,Northern,Influenza_BVictoria,0
2015-2016,201637,09/11/16,Northern,Influenza_BYamagata,0
2015-2016,201637,09/11/16,Northern,Influenza_BNotLineageTyped,0
2015-2016,201637,09/11/16,Northern,Influenza_Total,0
2015-2016,201637,09/11/16,Northern,Influenza_Tested,1
2015-2016,201637,09/11/16,Upper Southern,Influenza_A,0
2015-2016,201637,09/11/16,Upper Southern,Influenza_AH3,0
2015-2016,201637,09/11/16,Upper Southern,Influenza_AH1pdm09,0
2015-2016,201637,09/11/16,Upper Southern,Influenza_ANotSubtyped,0
2015-2016,201637,09/11/16,Upper Southern,Influenza_B,0
2015-2016,201637,09/11/16,Upper Southern,Influenza_BVictoria,0
2015-2016,201637,09/11/16,Upper Southern,Influenza_BYamagata,0
2015-2016,201637,09/11/16,Upper Southern,Influenza_BNotLineageTyped,0
2015-2016,201637,09/11/16,Upper Southern,Influenza_Total,0
2015-2016,201637,09/11/16,Upper Southern,Influenza_Tested,1
2015-2016,201638,09/18/16,Bay Area,Influenza_A,0
2015-2016,201638,09/18/16,Bay Area,Influenza_AH3,0
2015-2016,201638,09/18/16,Bay Area,Influenza_AH1pdm09,0
2015-2016,201638,09/18/16,Bay Area,Influenza_ANotSubtyped,0
2015-2016,201638,09/18/16,Bay Area,Influenza_B,0
2015-2016,201638,09/18/16,Bay Area,Influenza_BVictoria,0
2015-2016,201638,09/18/16,Bay Area,Influenza_BYamagata,0
2015-2016,201638,09/18/16,Bay Area,Influenza_BNotLineageTyped,0
2015-2016,201638,09/18/16,Bay Area,Influenza_Total,0
2015-2016,201638,09/18/16,Bay Area,Influenza_Tested,30
2015-2016,201638,09/18/16,California,Influenza_A,1
2015-2016,201638,09/18/16,California,Influenza_AH3,0
2015-2016,201638,09/18/16,California,Influenza_AH1pdm09,1
2015-2016,201638,09/18/16,California,Influenza_ANotSubtyped,0
2015-2016,201638,09/18/16,California,Influenza_B,1
2015-2016,201638,09/18/16,California,Influenza_BVictoria,0
2015-2016,201638,09/18/16,California,Influenza_BYamagata,1
2015-2016,201638,09/18/16,California,Influenza_BNotLineageTyped,0
2015-2016,201638,09/18/16,California,Influenza_Total,2
2015-2016,201638,09/18/16,California,Influenza_Tested,71
2015-2016,201638,09/18/16,Central,Influenza_A,0
2015-2016,201638,09/18/16,Central,Influenza_AH3,0
2015-2016,201638,09/18/16,Central,Influenza_AH1pdm09,0
2015-2016,201638,09/18/16,Central,Influenza_ANotSubtyped,0
2015-2016,201638,09/18/16,Central,Influenza_B,0
2015-2016,201638,09/18/16,Central,Influenza_BVictoria,0
2015-2016,201638,09/18/16,Central,Influenza_BYamagata,0
2015-2016,201638,09/18/16,Central,Influenza_BNotLineageTyped,0
2015-2016,201638,09/18/16,Central,Influenza_Total,0
2015-2016,201638,09/18/16,Central,Influenza_Tested,0
2015-2016,201638,09/18/16,Lower Southern,Influenza_A,1
2015-2016,201638,09/18/16,Lower Southern,Influenza_AH3,0
2015-2016,201638,09/18/16,Lower Southern,Influenza_AH1pdm09,1
2015-2016,201638,09/18/16,Lower Southern,Influenza_ANotSubtyped,0
2015-2016,201638,09/18/16,Lower Southern,Influenza_B,1
2015-2016,201638,09/18/16,Lower Southern,Influenza_BVictoria,0
2015-2016,201638,09/18/16,Lower Southern,Influenza_BYamagata,1
2015-2016,201638,09/18/16,Lower Southern,Influenza_BNotLineageTyped,0
2015-2016,201638,09/18/16,Lower Southern,Influenza_Total,2
2015-2016,201638,09/18/16,Lower Southern,Influenza_Tested,38
2015-2016,201638,09/18/16,Northern,Influenza_A,0
2015-2016,201638,09/18/16,Northern,Influenza_AH3,0
2015-2016,201638,09/18/16,Northern,Influenza_AH1pdm09,0
2015-2016,201638,09/18/16,Northern,Influenza_ANotSubtyped,0
2015-2016,201638,09/18/16,Northern,Influenza_B,0
2015-2016,201638,09/18/16,Northern,Influenza_BVictoria,0
2015-2016,201638,09/18/16,Northern,Influenza_BYamagata,0
2015-2016,201638,09/18/16,Northern,Influenza_BNotLineageTyped,0
2015-2016,201638,09/18/16,Northern,Influenza_Total,0
2015-2016,201638,09/18/16,Northern,Influenza_Tested,2
2015-2016,201638,09/18/16,Upper Southern,Influenza_A,0
2015-2016,201638,09/18/16,Upper Southern,Influenza_AH3,0
2015-2016,201638,09/18/16,Upper Southern,Influenza_AH1pdm09,0
2015-2016,201638,09/18/16,Upper Southern,Influenza_ANotSubtyped,0
2015-2016,201638,09/18/16,Upper Southern,Influenza_B,0
2015-2016,201638,09/18/16,Upper Southern,Influenza_BVictoria,0
2015-2016,201638,09/18/16,Upper Southern,Influenza_BYamagata,0
2015-2016,201638,09/18/16,Upper Southern,Influenza_BNotLineageTyped,0
2015-2016,201638,09/18/16,Upper Southern,Influenza_Total,0
2015-2016,201638,09/18/16,Upper Southern,Influenza_Tested,1
2015-2016,201639,09/25/16,Bay Area,Influenza_A,0
2015-2016,201639,09/25/16,Bay Area,Influenza_AH3,0
2015-2016,201639,09/25/16,Bay Area,Influenza_AH1pdm09,0
2015-2016,201639,09/25/16,Bay Area,Influenza_ANotSubtyped,0
2015-2016,201639,09/25/16,Bay Area,Influenza_B,0
2015-2016,201639,09/25/16,Bay Area,Influenza_BVictoria,0
2015-2016,201639,09/25/16,Bay Area,Influenza_BYamagata,0
2015-2016,201639,09/25/16,Bay Area,Influenza_BNotLineageTyped,0
2015-2016,201639,09/25/16,Bay Area,Influenza_Total,0
2015-2016,201639,09/25/16,Bay Area,Influenza_Tested,26
2015-2016,201639,09/25/16,California,Influenza_A,0
2015-2016,201639,09/25/16,California,Influenza_AH3,0
2015-2016,201639,09/25/16,California,Influenza_AH1pdm09,0
2015-2016,201639,09/25/16,California,Influenza_ANotSubtyped,0
2015-2016,201639,09/25/16,California,Influenza_B,0
2015-2016,201639,09/25/16,California,Influenza_BVictoria,0
2015-2016,201639,09/25/16,California,Influenza_BYamagata,0
2015-2016,201639,09/25/16,California,Influenza_BNotLineageTyped,0
2015-2016,201639,09/25/16,California,Influenza_Total,0
2015-2016,201639,09/25/16,California,Influenza_Tested,49
2015-2016,201639,09/25/16,Central,Influenza_A,0
2015-2016,201639,09/25/16,Central,Influenza_AH3,0
2015-2016,201639,09/25/16,Central,Influenza_AH1pdm09,0
2015-2016,201639,09/25/16,Central,Influenza_ANotSubtyped,0
2015-2016,201639,09/25/16,Central,Influenza_B,0
2015-2016,201639,09/25/16,Central,Influenza_BVictoria,0
2015-2016,201639,09/25/16,Central,Influenza_BYamagata,0
2015-2016,201639,09/25/16,Central,Influenza_BNotLineageTyped,0
2015-2016,201639,09/25/16,Central,Influenza_Total,0
2015-2016,201639,09/25/16,Central,Influenza_Tested,2
2015-2016,201639,09/25/16,Lower Southern,Influenza_A,0
2015-2016,201639,09/25/16,Lower Southern,Influenza_AH3,0
2015-2016,201639,09/25/16,Lower Southern,Influenza_AH1pdm09,0
2015-2016,201639,09/25/16,Lower Southern,Influenza_ANotSubtyped,0
2015-2016,201639,09/25/16,Lower Southern,Influenza_B,0
2015-2016,201639,09/25/16,Lower Southern,Influenza_BVictoria,0
2015-2016,201639,09/25/16,Lower Southern,Influenza_BYamagata,0
2015-2016,201639,09/25/16,Lower Southern,Influenza_BNotLineageTyped,0
2015-2016,201639,09/25/16,Lower Southern,Influenza_Total,0
2015-2016,201639,09/25/16,Lower Southern,Influenza_Tested,19
2015-2016,201639,09/25/16,Northern,Influenza_A,0
2015-2016,201639,09/25/16,Northern,Influenza_AH3,0
2015-2016,201639,09/25/16,Northern,Influenza_AH1pdm09,0
2015-2016,201639,09/25/16,Northern,Influenza_ANotSubtyped,0
2015-2016,201639,09/25/16,Northern,Influenza_B,0
2015-2016,201639,09/25/16,Northern,Influenza_BVictoria,0
2015-2016,201639,09/25/16,Northern,Influenza_BYamagata,0
2015-2016,201639,09/25/16,Northern,Influenza_BNotLineageTyped,0
2015-2016,201639,09/25/16,Northern,Influenza_Total,0
2015-2016,201639,09/25/16,Northern,Influenza_Tested,0
2015-2016,201639,09/25/16,Upper Southern,Influenza_A,0
